Model,Varient,Year,Fuel type,Ex-Showroom (rupees)
VENTO,MAGNIFIC HIGHLINE,2013,PETROL,926000
VENTO,HIGHLINE,2013,PETROL,926000
VENTO,TSI,2013,PETROL,1045000
VENTO,TRENDLINE,2015,PETROL,869000
VENTO,COMFORTLINE,2015,PETROL,967000
VENTO,HIGHLINE,2015,PETROL,1000000
VENTO,PREFERRED EDITION,2015,PETROL,983000
VENTO,CUP EDITION,2015,PETROL,989000
VENTO,HIGHLINE PLUS,2015,PETROL,989000
VENTO,HIGHLINE PLUS ALLOYS,2015,PETROL,1127000
VENTO,HIGHLINE CONNECT EDITION,2015,PETROL,1127000
VENTO,TRENDLINE,2015,DIESEL,952000
VENTO,COMFORTLINE,2015,DIESEL,1000000
VENTO,CUP EDITION,2015,DIESEL,1000000
VENTO,HIGHLINE,2015,DIESEL,1088000
VENTO,PREFERRED EDITION,2015,DIESEL,1107000
VENTO,HIGHLINE PLUS,2015,DIESEL,1117000
VENTO,HIGHLINE PLUS ALLOYS,2015,DIESEL,1267000
VENTO,HIGHLINE CONNECT EDITION,2015,DIESEL,1267000
